@relation input2000

@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute class {walking,standing,jogging,sitting}

@data
-0.57205,-11.032,1.3348,walking
-4.127,-10.42,1.8387,walking
-4.2223,-6.7693,0.70826,walking
-1.2531,-2.9829,2.5742,walking
-0.095342,-3.1463,3.7184,walking
-0.6674,-4.0044,3.8409,walking
-0.19068,-3.9771,2.4244,walking
-0.14982,-4.0589,1.9613,walking
1.1169,-2.8058,0.72188,walking
1.9477,-2.5742,-0.84446,walking
2.9965,-3.3915,-2.0431,walking
10.379,-14.383,-11.141,walking
8.145,-19.409,-12.953,walking
7.246,-17.189,-9.616,walking
5.1757,-11.073,-5.9793,walking
4.985,-7.2596,-4.5083,walking
3.6503,-8.826,-3.2825,walking
0.96704,-14.056,-5.7069,walking
6.9736,-15.473,8.9486,walking
6.6059,-2.7649,7.0145,walking
1.2531,-2.1248,1.6072,walking
1.4165,-7.8998,-1.076,walking
0.89894,-11.605,4.985,walking
0.095342,-11.904,6.456,walking
-3.8001,-14.07,6.7421,walking
-6.4833,-16.167,1.8251,walking
-3.0918,-13.266,-0.23155,walking
-1.757,-12.572,0.01362,walking
-1.1577,-10.815,-0.14982,walking
1.2258,-7.927,-0.12258,walking
1.8387,-7.8589,0.081722,walking
1.7298,-7.8045,0.95342,walking
1.2939,-7.8589,0.46309,walking
-0.10896,-7.7636,-0.34051,walking
-0.95342,-7.5048,-0.12258,walking
-1.0079,-7.5865,0.35413,walking
-0.01362,-9.6977,0.61292,walking
0.21793,-11.046,0.58567,walking
0.14982,-11.278,0.49033,walking
-0.21793,-11.482,-0.28603,walking
-3.7865,-13.266,-4.8488,walking
-5.2711,-11.972,-3.732,walking
-6.1428,-11.509,-2.7786,walking
-3.228,-15.337,-0.38137,walking
-1.1441,-15.405,-1.1577,walking
0.77636,-14.288,-0.92618,walking
-0.46309,-11.904,-0.38137,walking
1.6072,-10.515,1.1441,walking
1.6889,-9.3027,2.152,walking
-0.054481,-10.678,2.7649,walking
-0.24517,-18.142,2.438,walking
0.83084,-18.932,2.0294,walking
2.3291,-16.699,1.9613,walking
3.5549,-12.776,2.2201,walking
3.8546,-11.25,3.2144,walking
1.185,-10.869,-0.095342,walking
-2.6696,-11.319,3.2008,walking
-3.9908,-8.54,0.83084,walking
-3.514,-6.0883,0.70826,walking
-0.40861,-3.0646,4.1542,walking
-0.64016,-3.4596,4.413,walking
-0.65378,-3.1191,3.8001,walking
-0.24517,-3.2416,2.1793,walking
0.35413,-2.3155,1.5255,walking
1.0896,-2.2201,0.14982,walking
3.5958,-4.0316,-3.1599,walking
8.1858,-10.46,-9.4389,walking
12.354,-19.205,-14.996,walking
7.4912,-19.545,-11.305,walking
7.0281,-16.004,-7.8862,walking
4.0589,-4.4539,-3.1872,walking
3.3778,-7.2188,-3.8682,walking
2.2474,-11.959,-5.9249,walking
4.4811,-12.762,7.7636,walking
7.4503,-4.9578,10.937,walking
5.2983,-2.6696,5.1076,walking
1.8387,-9.0984,-1.1986,walking
0.54481,-11.332,4.4811,walking
-0.9398,-11.4,6.1155,walking
-5.1894,-14.274,5.3392,walking
-6.2245,-16.481,1.185,walking
-5.2575,-15.514,0.10896,walking
-2.833,-12.517,0.12258,walking
-2.4517,-11.073,0.095342,walking
-1.0351,-8.5127,-0.10896,walking
1.0624,-7.5321,-0.5993,walking
1.4301,-8.0088,0.24517,walking
1.5119,-8.2267,-0.83084,walking
0.84446,-7.8998,-1.2258,walking
-0.76274,-7.6683,-0.68102,walking
-0.57205,-7.6138,0.35413,walking
0.28603,-8.3084,0.54481,walking
0.69464,-9.902,0.92618,walking
0.12258,-10.488,0.7355,walking
-0.57205,-11.782,0.12258,walking
-3.5004,-13.784,-3.2008,walking
-4.4402,-12.476,-3.4459,walking
-4.8897,-11.264,-2.833,walking
-4.3858,-13.825,-1.5391,walking
-2.4653,-14.655,-0.84446,walking
1.3348,-15.704,-2.9284,walking
0.25879,-14.86,-2.2065,walking
-0.12258,-10.692,1.0079,walking
0.47671,-9.507,1.9205,walking
-0.38137,-10.869,2.6968,walking
-0.10896,-16.794,1.7298,walking
1.0624,-18.21,1.8524,walking
2.0839,-17.747,1.7706,walking
3.1872,-14.383,2.438,walking
3.514,-11.918,2.4517,walking
0.51757,-11.046,-0.21793,walking
-3.514,-11.509,1.0896,walking
-3.6639,-9.8066,0.85808,walking
-3.1872,-5.6116,1.1169,walking
-1.3076,-3.2689,4.0861,walking
-0.14982,-3.6366,4.6582,walking
0.040861,-3.5277,4.3585,walking
0.01362,-3.3234,2.833,walking
0.54481,-2.3563,2.0975,walking
1.2803,-1.8387,1.2258,walking
4.3313,-4.699,-3.6366,walking
8.9349,-11.427,-9.112,walking
10.488,-15.854,-11.319,walking
7.2188,-19.123,-11.986,walking
6.5378,-15.677,-8.5808,walking
4.7807,-9.2346,-4.6582,walking
5.2847,-11.7,-4.4266,walking
4.9987,-15.868,-6.279,walking
5.4481,-19.137,-0.96704,walking
2.4789,4.2904,7.8589,walking
1.7162,-1.1305,-2.4789,walking
1.5663,-10.202,-0.99429,walking
1.2531,-12.83,6.4697,walking
-2.6423,-14.111,6.6604,walking
-5.1894,-14.737,5.6116,walking
-4.699,-15.364,-0.54481,walking
-2.6015,-13.579,-0.57205,walking
-2.2474,-13.511,-0.19068,walking
-0.47671,-8.2948,0.095342,walking
1.4438,-7.1915,-0.96704,walking
1.1169,-7.3822,-0.49033,walking
1.0351,-7.5729,-0.095342,walking
0.51757,-7.7091,-0.43585,walking
-0.72188,-7.9951,-0.23155,walking
-0.76274,-7.6683,-0.068102,walking
-0.054481,-7.641,0.095342,walking
1.3076,-9.4934,0.43585,walking
1.3893,-10.924,0.61292,walking
0.16344,-11.7,-0.01362,walking
-2.1929,-13.552,-1.471,walking
-4.3994,-12.422,-2.7786,walking
-5.3664,-10.488,-2.7786,walking
-5.094,-13.62,-2.2474,walking
-3.9635,-14.601,-1.2122,walking
-1.5527,-14.805,-1.6344,walking
-1.1986,-14.383,-1.2667,walking
-1.3212,-11.768,-0.83084,walking
0.8036,-10.093,1.2667,walking
0.40861,-11.387,2.6968,walking
-0.20431,-13.566,2.3291,walking
0.14982,-18.224,2.1793,walking
2.2201,-17.652,1.9886,walking
2.6968,-15.214,1.9341,walking
3.0237,-13.757,1.975,walking
3.1191,-10.801,2.2337,walking
1.076,-10.964,0.83084,walking
-4.1814,-11.319,3.2553,walking
-3.3915,-4.9987,0.89894,walking
-2.4653,-2.8194,1.58,walking
-0.50395,-3.051,3.7047,walking
-0.38137,-3.0646,3.9771,walking
-0.081722,-3.4187,3.2416,walking
-0.14982,-3.5413,2.6423,walking
0.99429,-2.6151,1.4574,walking
1.8932,-2.7649,0.12258,walking
5.6252,-6.1836,-4.8352,walking
8.1995,-9.8748,-8.1995,walking
11.482,-19.341,-15.527,walking
11.482,-19.341,-15.527,walking
5.1213,-8.8668,-6.2517,walking
3.5549,-2.4653,-4.1678,walking
3.3642,-6.1836,-5.1076,walking
1.6753,-12.245,-0.89894,walking
5.38,-11.169,9.1801,walking
8.4719,-6.7966,7.5865,walking
1.6208,-5.6388,1.076,walking
0.99429,-8.8124,2.0703,walking
1.0215,-11.523,4.7263,walking
0.095342,-11.959,5.3256,walking
-3.8409,-13.539,6.0202,walking
-6.1428,-16.862,-0.21793,walking
-4.2495,-14.792,-0.36775,walking
-2.0567,-10.379,-0.027241,walking
0.38137,-7.5457,-0.28603,walking
1.866,-6.8919,-1.2803,walking
2.1656,-6.8647,-0.35413,walking
1.7025,-7.6546,-0.54481,walking
0.62654,-7.6546,-0.7355,walking
-0.85808,-8.2812,-0.14982,walking
-0.38137,-7.927,0.10896,walking
0.29965,-8.7443,0.20431,walking
0.62654,-9.4798,0.50395,walking
0.7355,-10.161,0.8717,walking
0.040861,-11.237,-0.10896,walking
-1.0079,-13.007,-1.6889,walking
-4.2632,-13.089,-3.8682,walking
-5.2575,-11.4,-3.2144,walking
-5.4754,-12.585,-2.5334,walking
-2.5198,-14.778,-1.5255,walking
-0.74912,-15.214,-1.5527,walking
-0.70826,-14.315,-0.9398,walking
-0.54481,-12.258,0.054481,walking
0.12258,-10.052,3.514,walking
-0.12258,-12.095,2.5606,walking
-0.17706,-14.86,1.8387,walking
1.7706,-18.238,2.1929,walking
2.4244,-16.93,2.1793,walking
2.8603,-12.286,2.0294,walking
3.0237,-10.896,1.9886,walking
1.9613,-10.692,0.40861,walking
-0.28603,-10.556,1.7434,walking
-4.1406,-8.4855,1.6344,walking
-2.8058,-4.3449,1.4846,walking
-2.1929,-2.6968,2.0839,walking
-0.35413,-3.2416,4.5492,walking
-0.55843,-3.0918,4.0316,walking
-0.054481,-3.3778,2.3836,walking
0.99429,-2.3155,1.6617,walking
1.8524,-2.1656,0.040861,walking
3.5413,-3.3506,-2.0158,walking
9.0303,-12.49,-8.9622,walking
11.223,-18.251,-11.427,walking
8.7306,-19.436,-12.98,walking
5.6116,-14.642,-6.8102,walking
5.1076,-9.0575,-5.1485,walking
5.1485,-10.134,-5.8704,walking
2.7649,-16.549,-7.927,walking
4.8625,-12.149,11.441,walking
3.8273,2.5742,12.054,walking
2.9556,-3.1191,-4.9033,walking
2.1656,-9.4117,-4.3858,walking
1.8932,-12.217,5.6388,walking
-2.3972,-13.089,7.1915,walking
-5.38,-15.214,7.0417,walking
-6.1836,-16.848,4.2223,walking
-4.5356,-15.309,-1.866,walking
-2.6423,-12.626,-0.25879,walking
-0.27241,-8.7715,0.21793,walking
2.0703,-7.1915,-0.96704,walking
1.7843,-7.1234,-0.28603,walking
1.5391,-7.3141,-0.28603,walking
0.14982,-7.4776,-0.47671,walking
-1.1169,-7.6683,-0.25879,walking
-1.1713,-7.464,-0.040861,walking
0.64016,-8.1858,0.51757,walking
1.7434,-9.6023,0.8717,walking
1.7706,-10.869,0.6674,walking
-0.81722,-13.13,-0.89894,walking
-2.1793,-13.607,-2.0431,walking
-6.17,-11.891,-3.1054,walking
-6.8374,-11.046,-2.8875,walking
-4.0589,-13.797,-2.3427,walking
-2.1656,-14.056,-2.3018,walking
-1.0488,-15.119,-1.0624,walking
-0.32689,-13.389,-1.7025,walking
0.57205,-10.624,1.9341,walking
0.14982,-9.221,3.4323,walking
-0.19068,-11.482,2.4517,walking
0.35413,-18.428,1.7706,walking
1.2803,-18.592,2.1929,walking
2.152,-16.985,1.9613,walking
2.261,-15.459,1.6481,walking
3.6775,-10.937,2.5742,walking
3.909,-10.27,3.3097,walking
-1.5663,-10.637,1.9886,walking
-1.5663,-10.637,1.9886,walking
-1.5663,-10.637,1.9886,walking
-2.0839,-2.7649,2.1384,walking
0.040861,-2.7513,3.8137,walking
-0.068102,-2.656,3.4868,walking
-0.19068,-2.9148,2.9148,walking
-0.27241,-3.0918,2.4108,walking
0.38137,-2.2882,1.1169,walking
4.1814,-4.6854,-3.514,walking
7.1779,-9.793,-8.036,walking
11.768,-17.107,-11.21,walking
9.616,-19.518,-12.136,walking
6.279,-14.724,-8.0769,walking
4.699,-6.17,-3.6094,walking
3.9227,-8.6898,-4.0452,walking
4.1133,-15.909,-6.1564,walking
5.6524,-14.833,8.717,walking
3.8137,1.2122,9.0712,walking
3.5685,-1.3484,2.0158,walking
2.0294,-11.373,-2.152,walking
1.0624,-12.871,5.7069,walking
-1.6208,-12.408,6.6331,walking
-5.7886,-13.239,3.2553,walking
-6.4697,-15.541,0.83084,walking
-3.5822,-12.844,-0.54481,walking
-2.9011,-13.13,-0.027241,walking
-1.2803,-9.3163,0.36775,walking
-0.43585,-7.9951,0.054481,walking
1.7979,-7.5048,-0.77636,walking
1.6208,-7.641,0.14982,walking
0.76274,-7.4776,-1.1986,walking
-0.1362,-7.4912,-1.0624,walking
-1.2531,-7.6002,-0.12258,walking
-0.14982,-7.8589,0.27241,walking
1.1577,-9.2618,0.64016,walking
1.6208,-10.379,0.78998,walking
0.70826,-11.223,0.68102,walking
-2.6423,-13.92,-1.4029,walking
-3.8273,-13.866,-2.1248,walking
-5.4481,-11.414,-3.1735,walking
-5.2711,-12.027,-2.3427,walking
-3.0918,-13.743,-1.2531,walking
-0.98067,-14.751,-2.7649,walking
-1.1986,-14.574,-1.7434,walking
-0.50395,-11.809,-1.5936,walking
0.095342,-10.637,1.6344,walking
-0.76274,-11.659,2.833,walking
-0.8036,-13.498,2.2474,walking
0.6674,-18.061,1.9205,walking
2.2882,-17.952,2.1929,walking
2.7649,-16.535,1.8387,walking
3.0646,-12.177,2.3155,walking
2.7786,-10.569,2.8603,walking
-2.0567,-11.21,2.1384,walking
-4.6854,-11.155,2.6423,walking
-2.7786,-5.7614,0.6674,walking
-1.9068,-2.9556,3.0101,walking
-0.85808,-3.2961,3.9635,walking
0.24517,-3.5685,4.2223,walking
0.20431,-3.2689,3.3915,walking
0.23155,-3.0237,2.547,walking
0.99429,-1.8387,1.5391,walking
3.1872,-3.7047,-1.5255,walking
4.699,-5.5435,-3.7456,walking
9.4525,-14.942,-10.869,walking
8.54,-19.3,-14.547,walking
6.456,-18.619,-11.782,walking
4.7399,-11.7,-6.5922,walking
4.3449,-7.8181,-4.3449,walking
3.7047,-11.332,-5.1349,walking
2.4244,-16.576,-7.8045,walking
5.8976,-5.489,15.459,walking
4.9169,2.2882,11.959,walking
3.8546,-0.46309,-0.42223,walking
1.7434,-12.313,-6.0611,walking
0.92618,-14.124,7.1098,walking
-4.0861,-13.116,7.6683,walking
-7.5865,-14.383,3.0918,walking
-6.6331,-15.963,-0.23155,walking
-3.6366,-12.667,-0.28603,walking
-2.5879,-10.61,0.61292,walking
-1.362,-9.0848,0.23155,walking
1.7298,-7.2733,-0.89894,walking
1.6072,-7.8453,0.040861,walking
1.4438,-8.322,0.21793,walking
0.39499,-7.8726,-1.7025,walking
-0.83084,-7.8998,-0.76274,walking
-0.53119,-7.9543,0.12258,walking
-0.28603,-8.4174,0.23155,walking
0.8036,-10.174,0.5993,walking
0.21793,-10.937,0.38137,walking
-0.34051,-11.536,0.32689,walking
-2.8058,-12.776,-2.4517,walking
-4.985,-12.585,-2.8603,walking
-6.3198,-11.959,-2.9829,walking
-5.6933,-13.062,-2.3836,walking
-0.23155,-14.301,-2.2474,walking
-0.027241,-14.301,-2.1384,walking
-1.58,-13.525,-1.9341,walking
0.19068,-10.474,0.76274,walking
0.081722,-10.202,3.3506,walking
-0.55843,-11.931,2.9965,walking
1.2258,-16.794,2.0703,walking
3.3097,-18.279,1.9886,walking
3.6503,-17.42,1.8387,walking
4.413,-13.062,2.1793,walking
4.0589,-10.883,2.8058,walking
2.3427,-10.597,-0.14982,walking
-2.6832,-10.324,2.8194,walking
-4.7671,-9.8339,1.7979,walking
-2.4244,-5.094,1.0624,walking
-1.8387,-3.1327,4.0044,walking
-1.2258,-3.0782,4.4675,walking
-0.50395,-2.833,3.3915,walking
-0.76274,-3.0918,2.4517,walking
-0.42223,-2.833,1.6208,walking
1.4165,-3.5277,-1.4982,walking
3.6366,-5.2166,-3.8954,walking
9.0303,-8.9894,-10.815,walking
12.149,-19.041,-13.375,walking
8.4446,-19.041,-10.801,walking
7.641,-16.263,-7.3005,walking
6.5922,-10.215,-3.2144,walking
5.1485,-11.605,-3.5277,walking
4.9442,-14.438,-6.0202,walking
2.8194,-3.2961,13.062,walking
0.58567,5.4754,8.9077,walking
1.5936,1.7025,4.4811,walking
1.975,-13.838,3.2144,walking
1.0896,-13.757,6.8647,walking
-1.7025,-13.184,7.0145,walking
-7.0281,-15.418,2.6015,walking
-6.0883,-15.827,-0.58567,walking
-3.4187,-13.511,-0.35413,walking
-2.152,-12.163,0.01362,walking
-0.70826,-8.6489,0.054481,walking
0.12258,-7.5457,-0.34051,walking
1.58,-7.7227,-0.7355,walking
0.98067,-7.8045,-0.46309,walking
1.1986,-7.6955,-0.44947,walking
-0.55843,-7.8589,-0.42223,walking
-0.53119,-7.7636,0.31327,walking
0.21793,-8.1177,0.19068,walking
1.1441,-9.5479,0.39499,walking
0.64016,-10.297,0.38137,walking
-0.92618,-12.381,-0.054481,walking
-2.2065,-13.348,-1.4846,walking
-3.3506,-13.702,-2.4517,walking
-5.0531,-11.046,-2.261,walking
-4.7671,-13.307,-2.6287,walking
-3.2416,-14.097,-1.2122,walking
1.0215,-14.574,-3.7865,walking
-0.96704,-13.797,-2.833,walking
-2.1384,-11.618,-2.261,walking
-0.68102,-9.9701,2.9556,walking
-0.74912,-11.782,3.0237,walking
-0.57205,-13.116,2.5606,walking
1.1577,-18.442,2.2882,walking
2.3836,-17.788,2.547,walking
3.0101,-15.963,2.261,walking
3.3506,-11.673,2.9556,walking
3.0918,-10.801,3.2825,walking
1.5663,-9.4117,-0.8036,walking
-0.77636,-10.733,2.0703,walking
-3.9363,-9.1393,-0.23155,walking
-1.185,-3.0646,2.3699,walking
-0.46309,-3.4732,4.1406,walking
-0.42223,-3.228,4.1133,walking
-0.34051,-3.2825,3.623,walking
-0.19068,-2.7786,1.975,walking
0.44947,-2.0022,1.3893,walking
1.4574,-2.6015,-1.8115,walking
5.8159,-7.0281,-5.9657,walking
9.4661,-13.321,-10.379,walking
11.7,-18.633,-13.321,walking
7.9679,-18.537,-11.087,walking
4.9987,-9.2891,-4.018,walking
4.6445,-8.3084,-3.3778,walking
2.9148,-12.653,-5.0123,walking
4.2087,-19.055,0.35413,walking
4.4402,-1.866,14.683,walking
3.3778,4.5492,11.782,walking
3.514,-5.5843,-5.993,walking
1.8932,-13.28,4.6718,walking
0.1362,-12.681,7.8453,walking
-5.0395,-12.245,5.7614,walking
-6.5786,-14.097,3.1599,walking
-5.6116,-15.772,-0.7355,walking
-3.4732,-13.484,-0.29965,walking
-2.833,-11.414,0.095342,walking
-1.2803,-8.322,-0.12258,walking
1.8387,-7.6819,-1.3212,walking
1.2531,-7.8045,-0.36775,walking
1.4574,-8.0632,-0.91256,walking
-0.17706,-8.0224,-0.7355,walking
-0.31327,-8.1041,-0.14982,walking
0.12258,-7.7364,0.35413,walking
1.4846,-8.54,0.53119,walking
2.4108,-10.161,1.185,walking
2.2474,-10.447,1.5119,walking
-1.7298,-13.92,0.040861,walking
-3.0101,-13.988,-0.95342,walking
-5.7342,-12.381,-4.5083,walking
-6.3062,-12.64,-4.1542,walking
-3.5549,-14.192,-3.0918,walking
-2.0839,-14.288,-3.5822,walking
-2.2065,-14.056,-0.55843,walking
-0.14982,-12.517,-0.21793,walking
1.4438,-11.332,2.2065,walking
1.0624,-11.278,3.732,walking
0.095342,-13.157,2.8058,walking
0.7355,-17.257,2.1384,walking
2.2882,-17.407,1.7843,walking
2.7377,-16.086,1.3757,walking
3.3097,-14.247,1.5391,walking
3.1463,-11.346,0.47671,walking
1.1169,-11.877,0.62654,walking
-1.9613,-11.618,4.2223,walking
-3.3097,-7.8862,2.2746,walking
-2.4517,-4.5628,1.8524,walking
-0.74912,-2.4108,3.4868,walking
-1.0488,-2.9965,3.5549,walking
-0.91256,-3.0237,3.2144,walking
-0.57205,-2.7513,2.5742,walking
0.35413,-2.152,1.7706,walking
1.4438,-2.547,0.42223,walking
2.8875,-3.8682,-2.7513,walking
9.4389,-13.225,-10.706,walking
11.509,-19.096,-15.323,walking
9.3163,-19.477,-14.805,walking
5.3119,-10.665,-7.1779,walking
4.0725,-6.0611,-3.8001,walking
3.5277,-10.951,-3.9771,walking
0.12258,-15.732,-5.7342,walking
5.0259,-15.159,10.188,walking
5.4754,-1.5255,7.1507,walking
3.6911,-4.3585,-2.0431,walking
3.2144,-8.0496,-2.547,walking
-0.054481,-11.686,6.7693,walking
-2.6832,-12.572,7.5048,walking
-7.641,-15.309,3.0646,walking
-7.4503,-16.154,1.4165,walking
-2.1793,-12.367,-0.081722,walking
-2.1248,-11.55,0.7355,walking
0.095342,-8.2676,-0.16344,walking
1.9341,-7.5729,-0.19068,walking
2.0567,-7.6683,0.54481,walking
0.64016,-8.0224,-0.83084,walking
0.054481,-7.4503,-1.2939,walking
-0.57205,-7.4095,-1.0351,walking
-1.2258,-8.4174,-0.068102,walking
-0.65378,-9.0167,0.21793,walking
-0.65378,-9.0167,0.21793,walking
0.20431,-10.801,0.98067,walking
-0.19068,-11.55,0.55843,walking
-1.9341,-12.98,-1.9613,walking
-4.7535,-11.863,-3.5549,walking
-5.775,-11.087,-3.051,walking
-6.2381,-13.103,-2.6423,walking
-1.9613,-13.838,-0.70826,walking
2.4789,-14.274,-3.051,walking
-0.54481,-12.898,-1.866,walking
-0.47671,-10.787,-0.068102,walking
0.50395,-9.4798,2.4517,walking
-0.62654,-13.157,2.4517,walking
0.38137,-17.502,1.9477,walking
1.6481,-19.082,1.9613,walking
2.7922,-17.992,1.8251,walking
3.2144,-13.961,1.7025,walking
4.2768,-10.964,2.2474,walking
3.4187,-10.065,2.3836,walking
2.3427,-9.4117,0.49033,walking
-3.1735,-10.215,3.4459,walking
-3.2144,-7.7364,-0.36775,walking
-1.3348,-2.7241,3.0782,walking
-1.0079,-2.5742,3.9363,walking
-1.2803,-2.656,3.8682,walking
-0.98067,-3.3097,2.438,walking
-0.7355,-3.0918,1.866,walking
0.35413,-3.2144,-0.40861,walking
2.4789,-4.9987,-3.1191,walking
6.17,-8.431,-7.6274,walking
13.988,-17.039,-13.661,walking
9.8066,-19.273,-11.972,walking
7.1915,-13.484,-5.1485,walking
6.9464,-10.992,-3.0918,walking
4.808,-10.542,-2.7241,walking
3.8818,-11.618,-4.5492,walking
4.9714,-13.579,7.7364,walking
2.0022,3.0646,10.351,walking
2.0839,0.62654,5.203,walking
3.1327,-10.46,-4.8761,walking
0.44947,-12.776,7.069,walking
-3.2553,-11.986,6.1155,walking
-6.6059,-13.688,2.9011,walking
-6.2517,-16.018,-0.65378,walking
-4.7399,-14.097,-0.21793,walking
-2.2201,-11.945,0.23155,walking
-1.4165,-10.011,0.23155,walking
1.4029,-7.3958,-0.83084,walking
2.2201,-7.4503,-1.2395,walking
1.0624,-8.2539,-0.47671,walking
0.69464,-7.9679,-1.0215,walking
-0.43585,-7.9543,-0.7355,walking
-0.7355,-7.8998,-0.28603,walking
-0.12258,-7.8181,0.31327,walking
0.85808,-8.826,0.40861,walking
1.3484,-10.297,0.95342,walking
0.42223,-10.447,1.0079,walking
-1.471,-12.64,0.17706,walking
-4.0997,-13.961,-2.7649,walking
-5.3528,-11.931,-3.732,walking
-6.6059,-12.667,-3.7728,walking
-5.1349,-14.805,-2.3155,walking
-0.74912,-14.86,-2.9965,walking
0.72188,-14.628,-2.6151,walking
-0.43585,-12.354,-0.095342,walking
1.2258,-9.6977,2.9011,walking
0.16344,-11.141,3.337,walking
-0.69464,-13.511,2.9284,walking
0.38137,-18.578,2.3291,walking
2.0703,-17.679,2.438,walking
2.9692,-14.642,1.757,walking
3.514,-11.945,2.152,walking
3.8409,-10.801,2.8467,walking
1.7162,-10.651,0.14982,walking
-4.985,-10.992,3.9908,walking
-4.5083,-9.9156,1.5936,walking
-2.2065,-3.3506,1.9477,walking
0.01362,-2.3018,3.3778,walking
-0.6674,-2.9148,3.8273,walking
-1.1577,-2.9011,3.2825,walking
0.27241,-3.3778,2.1656,walking
0.50395,-2.833,1.3348,walking
1.0896,-3.2416,0.25879,walking
5.3392,-6.6604,-5.5843,walking
10.801,-13.579,-10.978,walking
12.217,-18.633,-13.511,walking
8.2131,-19.028,-11.101,walking
5.489,-13.634,-5.1076,walking
5.6116,-6.674,-3.3778,walking
5.0123,-10.229,-2.9965,walking
3.9635,-15.936,-3.3506,walking
5.8704,-16.617,6.2245,walking
4.9033,-2.5198,8.1995,walking
1.866,-1.7979,1.185,walking
1.2531,-11.005,1.6072,walking
1.1986,-12,4.6718,walking
-1.8524,-10.924,6.851,walking
-6.7012,-14.628,2.7513,walking
-5.7478,-14.86,0.8036,walking
-2.6423,-13.866,0.16344,walking
-2.5061,-13.457,0.32689,walking
0.081722,-7.8453,0.31327,walking
1.6753,-7.0826,-0.62654,walking
2.4108,-7.7091,-0.28603,walking
1.4029,-8.036,-1.2803,walking
-0.16344,-8.2676,-1.58,walking
-0.96704,-8.3629,-0.96704,walking
-0.99429,-7.7908,-0.10896,walking
-0.35413,-8.1177,0.17706,walking
0.1362,-8.6762,0.58567,walking
0.42223,-10.392,1.9341,walking
0.027241,-10.746,2.5334,walking
-2.438,-12.939,-1.5119,walking
-3.5685,-13.716,-2.438,walking
-4.2223,-12.204,-4.3585,walking
-5.0395,-13.021,-3.4732,walking
-3.6094,-14.315,-2.4108,walking
-1.8932,-14.301,-3.0646,walking
-0.47671,-13.866,-2.1384,walking
-0.89894,-12.49,0.21793,walking
-0.7355,-11.319,2.1656,walking
-0.32689,-11.441,2.8603,walking
-0.20431,-13.443,2.3018,walking
0.84446,-16.126,1.9341,walking
2.5742,-17.298,2.6968,walking
2.7377,-15.405,2.0703,walking
2.833,-13.906,1.7434,walking
3.1191,-11.087,1.1169,walking
2.1248,-10.678,2.0567,walking
-3.8682,-9.9565,0.88532,walking
-4.3858,-7.4095,0.47671,walking
-2.9829,-3.6366,1.5255,walking
-1.2939,-2.8603,3.4323,walking
-0.68102,-3.4187,4.0316,walking
-0.12258,-3.2416,2.8603,walking
-0.47671,-3.1872,2.0567,walking
0.85808,-2.2882,0.40861,walking
1.58,-2.833,-0.76274,walking
7.0826,-8.3901,-7.9815,walking
11.25,-16.399,-11.128,walking
10.515,-19.205,-12.054,walking
7.8998,-17.543,-9.8748,walking
6.0202,-14.764,-6.8374,walking
6.0202,-8.0088,-3.8001,walking
6.0747,-10.774,-4.127,walking
5.9521,-16.44,-0.81722,walking
5.4481,-5.4481,8.6489,walking
3.0237,-0.55843,5.4754,walking
0.68102,-2.547,0.24517,walking
0.64016,-11.809,4.3994,walking
0.054481,-12.095,6.279,walking
-3.0237,-12.544,5.7342,walking
-6.0611,-15.732,1.8115,walking
-4.6173,-14.574,1.3484,walking
-2.6151,-13.362,0.12258,walking
-1.2803,-10.61,0.70826,walking
-0.12258,-7.9951,0.24517,walking
1.7706,-7.2052,-0.8036,walking
1.4846,-7.7227,0.081722,walking
1.5527,-7.5184,-0.6674,walking
0.44947,-7.4095,-1.6753,walking
-0.35413,-8.3765,-1.076,walking
-1.0624,-8.1586,0.027241,walking
-0.84446,-7.9951,0.027241,walking
1.0896,-9.8339,0.62654,walking
1.3757,-10.42,1.4165,walking
0.77636,-10.61,1.9477,walking
-1.7025,-12.898,-0.01362,walking
-3.4596,-13.239,-1.3212,walking
-5.5435,-12.435,-2.9965,walking
-6.3198,-13.171,-3.9227,walking
-3.0782,-14.056,-2.5742,walking
-1.5391,-14.71,-4.0589,walking
-2.1384,-14.002,-1.2395,walking
-0.89894,-12.871,-0.21793,walking
-0.39499,-11.564,0.65378,walking
-0.28603,-9.7522,4.0861,walking
-0.10896,-13.757,2.6015,walking
1.1577,-17.897,2.2746,walking
2.8603,-18.115,2.547,walking
3.3097,-17.162,2.1929,walking
3.8001,-14.274,2.2201,walking
3.6775,-10.542,1.7434,walking
2.3563,-10.488,0.29965,walking
-2.7922,-10.515,2.4653,walking
-4.1133,-5.8295,0.76274,walking
-3.3506,-3.6366,1.8115,walking
-2.1656,-2.8194,4.127,walking
0.27241,-3.0237,3.6775,walking
-0.068102,-2.9965,2.9011,walking
-0.12258,-3.0918,2.3836,walking
0.43585,-2.6015,1.0624,walking
1.2258,-3.2553,-0.53119,walking
3.7728,-4.9033,-3.8273,walking
10.161,-14.356,-11.618,walking
11.891,-18.946,-14.192,walking
7.5184,-19.518,-11.632,walking
5.7478,-16.753,-7.75,walking
6.4424,-5.4073,-2.1248,walking
4.8352,-7.7364,-2.3155,walking
2.547,-11.877,-3.5004,walking
6.0474,-13.947,6.5786,walking
5.6388,-4.6854,6.0202,walking
0.5993,-5.8976,0.8717,walking
0.40861,-10.283,1.8932,walking
0.62654,-11.427,4.0452,walking
